Project Name,Promoter Name,Last Modified Date,Certificate,Certificate Date,Do you have any Past Experience ?,Pin Code,Office Number,Website URL,Project Status,Proposed Date of Completion,Revised Proposed Date of Completion,Litigations related to the project ?,Project Type,Are there any Co-Promoters (as defined by MahaRERA Order) in the project ?,Division,District,Taluka,Village,Pin Code,Area(In sqmts),Total Building Count,Aggregate area(In sqmts) of recreational open space,Built-up-Area as per Proposed FSI (In sqmts),Built-up-Area as per Approved FSI (In sqmts),TotalFSI,Bank Name,IFSC Code,Community Buildings Available,Community Buildings Percent,Number of Slab of Super Structure,Number of Open Parking,Number of Closed Parking,Carpet Area (in Sqmts),Excavation,X number of Slabs of Super Structure,"Installation of lifts, water pumps, Fire Fighting Fittings and Equipment as per CFO NOC, Electrical fittings to Common Areas, electro, mechanical equipment, Compliance to conditions of environment /CRZ NOC, Finishing to entrance lobby/s, plinth protection, paving of areas appurtenant to Building/Wing, Compound Wall and all other requirements as may be required to Obtain Occupation /Completion Certificate",Number of Apartment,Number of Booked Apartment,NOA(0-30),NOBA(0-30),NOA(31-45),NOBA(31-45),NOA(46-60),NOBA(46-60),NOA(61-90),NOBA(61-90),NOA(91-120),NOBA(91-120),NOA(121-150),NOBA(121-150),NOA(151-200),NOBA(151-200),NOA(>200),NOBA(>200),1RK,B1RK,1BHK,B1BHK,2BHK,B2BHK,3BHK,B3BHK,4BHK,B4BHK,5BHK & MORE,B5BHK & MORE,SHOP,BSHOP,BUNGLOW,BBUNGLOW,OFFICE,BOFFICE,OTHERS,BOTHERS,FORM 4,CONVEYANCE
TRICITY PALACIO,TRICITY REALTY LLP,30/06/2022,P51700002400,31/07/2017,Yes,400705,2266766676,,New Project,30/09/2023,,No,Others,No,Konkan,Thane,Thane,Navi Mumbai (M Corp.),400706,1517.5,1,228.52,2275.73,85,2360.73,State Bank Of India,SBIN0011783,NO,0,13,6,54,2043.16,100,100,,52,52,2,2,43,43,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,37,37,7,7,0,0,0,0,6,6,0,0,0,0,10,10,YES,YES
YOGI NIWAS,ELITE INFRASTRUCTURE,03/04/2020,P51700002560,01/08/2017,No,421501,9022466159,,On-Going Project,31/03/2018,30/06/2018,No,Residential,No,Konkan,Thane,Ambarnath,Ambarnath(M Cl),421501,12985.51,1,1298.55,10696.91,7796.46,18493.37,IDBI BANK,IBKL0000457,YES,100,13,0,0,3462.82,100,50,,102,97,1,1,96,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,49,52,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,NO
Capsule Business Hub,Maa Vaishnavi Builders & Developers,02/07/2021,P51700015836,27/03/2018,No,421301,86522777701,,New Project,30/06/2021,,No,Others,No,Konkan,Thane,Kalyan,Kalyan,421301,741.64,1,0,911.7,1822,2733.7,Hdfc Bank Ltd,HDFC0000194,NO,0,7,4,0,1197.43,50,0,,53,2,2,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2,NO,NO
Kamdhenu Commerz,KAMDHENU BUILDERS AND DEVELOPERS,01/05/2023,P51700000559,18/07/2017,Yes,400703,2267937373,,On-Going Project,31/12/2019,31/12/2019,No,Commercial,No,Konkan,Thane,Thane,Navi Mumbai (M Corp.),400703,5761.43,1,0,8642.15,0,8642.15,ICICI Bank Ltd,ICIC0000151,NO,0,22,117,98,8157.92,100,100,,240,38,0,0,38,238,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,38,YES,NO
PALAVA - AURELIA - D TO G,Palava Dwellers Private Limited,26/02/2024,P51700000511,18/07/2017,No,400001,2261334809,www.lodhagroup.com,On-Going Project,31/01/2021,30/01/2022,Yes,Residential,Yes,Konkan,Thane,Kalyan,Khoni,421202,3112,4,1712,18109.47,905.47,19014.94,HDFC Bank,HDFC0000501,YES,100,18,15,56,16327.1,100,100,,349,312,0,0,133,136,179,213,0,0,0,0,0,0,0,0,0,0,0,0,136,133,155,121,58,58,0,0,0,0,0,0,0,0,0,0,0,0,YES,NO
JAINAM RESIDENCY,KBP CORPORATION,09/03/2022,P51700001820,29/07/2017,No,421501,2512603761,,On-Going Project,30/07/2020,30/01/2021,No,Others,Yes,Konkan,Thane,Ambarnath,Ambarnath(M Cl),421501,11032.77,2,1076.86,7434.78,8218.87,15653.65,IDBI BANK,IBKL0000457,YES,100,13,0,0,5849.73,50,0,,190,148,88,118,60,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,97,48,44,0,0,0,0,0,0,0,0,0,0,0,0,17,7,YES,NO
Royce Paradise Phase II,Royce Developers,23/08/2023,P51700006800,16/08/2017,Yes,400607,2249717688,www.roycedevelopers.com,On-Going Project,31/12/2019,31/12/2019,No,Residential,Yes,Konkan,Thane,Kalyan,Gandhare,421301,612.5,3,1055.25,10199.36,9.19,10208.55,HDFC Bank Ltd,HDFC0000146,YES,0,18,0,8,9066.18,66.6666666666667,59.3333333333333,,250,241,20,28,165,166,56,56,0,0,0,0,0,0,0,0,0,0,0,0,109,109,107,107,0,0,0,0,0,0,18,17,0,0,16,8,0,0,NO,NO
Saket Iris,ANIL SHILPAYATAN PRIVATE LIMITED,23/06/2021,P51700001875,29/07/2017,Yes,421306,2512250300,,On-Going Project,18/05/2019,19/04/2019,No,Residential,No,Konkan,Thane,Kalyan,KATEMANEVALI,421306,1102.62,1,295.57,1983.26,0,1983.26,CENTRAL BANK OF INDIA,CBIN0283773,NO,0,8,0,5,1823.88,100,100,,50,30,7,13,12,17,11,20,0,0,0,0,0,0,0,0,0,0,0,0,25,18,20,11,0,0,0,0,0,0,0,0,0,0,0,0,5,1,YES,NO
Marvel Mountain,Marvel Buildcons,06/10/2023,P51700004847,09/08/2017,Yes,421003,2512571038,,On-Going Project,31/12/2017,31/12/2018,No,Residential,No,Konkan,Thane,Ulhasnagar,Ulhasnagar (M Corp.),421003,627,1,0,622.91,5.08,627.99,Indian Overseas Bank,IOBA0002719,NO,0,8,0,11,1408.49,100,80,,26,8,0,0,0,0,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,NO
EKDANTAY,R K BUILDCON,24/06/2019,P51700009599,22/08/2017,No,421605,9820043211,,On-Going Project,31/12/2017,31/12/2017,No,Residential,No,Konkan,Thane,Kalyan,Titwala,421605,1885,1,0,0,5579.78,5579.78,FEDERAL BANK,FDRL0001475,NO,0,9,25,0,139326.628,100,100,,77,64,0,0,0,0,0,0,0,0,0,0,0,0,14,15,50,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,64,YES,NO
REDEVELOPMENT OF PARIJAT BUILDING OF SANKSRITI NAGAR COOP HSG SOC LTD,OJASS CONSTRUCTIONS,10/11/2020,P51700001851,29/07/2017,No,400601,2225363521,,On-Going Project,19/12/2020,19/12/2021,No,Residential,No,Konkan,Thane,Thane,Thane (M Corp.),400602,1571.86,1,0,2893.14,1390.38,4283.52,THE COSMOS CO OP BANK LTD,COSB0000040,NO,0,13,0,62,3222.62,100,100,,49,48,0,0,2,2,19,20,26,26,1,1,0,0,0,0,0,0,0,0,15,15,10,9,24,24,0,0,0,0,0,0,0,0,0,0,0,0,YES,YES
FORTUNA B,ROMA BUILDERS PRIVATE LIMITED,07/10/2022,P51700000427,17/07/2017,Yes,400021,2225762493,www.hiranandani.com,On-Going Project,31/12/2018,31/12/2019,Yes,Residential,No,Konkan,Thane,Thane,Thane (M Corp.),400607,282.72,1,0,2791.56,0,2791.56,Oriental Bank of Commerce,ORBC0100632,NO,0,19,0,70,2468.4,100,100,,66,66,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,YES,YES
MERIDIAN MYSTIC,MANOJ  AWASTHI,13/10/2020,P51700002065,31/07/2017,Yes,400703,2227896363,meridianhomes.in,On-Going Project,31/12/2017,31/12/2018,No,Residential,No,Konkan,Thane,Thane,Navi Mumbai (M Corp.),400706,1849.64,1,180,2773.95,0.5,2774.45,IDBI BANK,IBKL0000123,NO,0,17,14,57,2610.76,100,100,,48,42,0,0,14,16,15,16,13,16,0,0,0,0,0,0,0,0,0,0,0,0,32,29,16,13,0,0,0,0,0,0,0,0,0,0,0,0,YES,YES
nakshatra,Harshal Ramdas Navghare,31/07/2017,P51700005959,14/08/2017,Yes,421306,9322514494,https://navghareconstructions.com,On-Going Project,31/05/2019,31/05/2019,No,Residential,No,Konkan,Thane,Ambarnath,Kudsavare,421503,2200,3,700,3191,0,3191,syndicate bank,synd0005476,NO,0,4,0,36,3067.8,60,0,,64,18,5,15,4,15,2,19,6,6,1,9,0,0,0,0,0,0,2,1,26,5,16,7,3,0,0,0,0,0,0,0,0,0,0,0,64,18,NO,NO
GOLDSTAR DECENT HOMES,GOLDSTAR SANKALP CONSTRUCTION,27/06/2023,P51700000053,19/06/2017,Yes,400064,2228449393,www.goldstargroup.in,On-Going Project,31/12/2018,31/12/2018,Yes,Residential,No,Konkan,Thane,Thane,Mira-Bhayandar (M Corp.),401107,6246.33,1,484.74,3152.26,0,3152.26,ICICI BANK LTD,ICIC0000158,NO,0,12,25,6,2829.55,100,100,,78,48,17,18,18,31,13,29,0,0,0,0,0,0,0,0,0,0,4,4,31,18,28,13,1,0,0,0,0,0,0,0,0,0,0,0,45,26,YES,YES
Palava Cielo A - F,Palava Dwellers Private Limited,26/02/2024,P51700000378,15/07/2017,No,400001,2261334809,www.lodhagroup.com,On-Going Project,31/12/2018,31/12/2018,No,Residential,Yes,Konkan,Thane,Kalyan,Khoni,421202,2126,2,1178,14049,702,14751,HDFC BANK LTD,HDFC0000501,YES,100,18,79,30,12823.5,100,100,,212,181,0,0,0,0,45,59,136,151,0,1,0,0,0,0,0,0,0,0,0,0,211,181,1,0,0,0,0,0,0,0,0,0,0,0,163,152,YES,NO
Mera Ghar,Parshwa Gruh Nirman LLP,27/11/2020,P51700006760,16/08/2017,No,400072,2228516994,,On-Going Project,31/12/2017,30/06/2018,No,Residential,No,Konkan,Thane,Thane,Nighu,400612,3340,2,334,2961.19,0,2961.19,ICICI Bank LTD,ICIC0000151,YES,100,4,5,19,2518,100,100,,98,89,77,84,12,14,0,0,0,0,0,0,0,0,0,0,0,0,16,16,58,51,14,12,0,0,0,0,0,0,10,10,0,0,0,0,0,0,YES,NO
EKDANT DEVELOPERS,EKDANT DEVELOPERS,05/01/2020,P51700001682,29/07/2017,No,421201,2516054605,,On-Going Project,30/09/2020,30/06/2022,No,Others,No,Konkan,Thane,Kalyan,DOMBIVLI,421201,437.1,1,0,735.07,0,735.07,KOTAK MAHINDRA BANK,KKBK0001416,NO,0,8,0,1,723.85,100,100,,24,9,5,10,4,13,0,1,0,0,0,0,0,0,0,0,0,0,5,2,7,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,12,3,YES,NO
PRATHAM HEIGHTS,PRATHAM INFRASTRUCTURE,29/07/2017,P51700008448,19/08/2017,No,401107,2228190000,,On-Going Project,31/12/2017,31/12/2017,No,Residential,No,Konkan,Thane,Thane,Mira-Bhayandar (M Corp.),401107,338.27,1,194.15,424.93,0,424.93,KARNATAKA BANK LTD,KARB0000106,NO,0,8,0,1,352.8,0,65,,24,18,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,YES,NO
PALAVA - ELITE - A to J,Palava Dwellers Private Limited,26/02/2024,P51700000125,05/07/2017,No,400001,2261334809,www.lodhagroup.com,On-Going Project,30/09/2017,31/01/2018,No,Residential,Yes,Konkan,Thane,Kalyan,Khoni,421202,8134,10,4708,48163.59,2370,50533.59,HDFC BANK LTD,HDFC0000501,YES,100,18,11,98,42850.69,100,100,,920,898,0,1,519,532,379,387,0,0,0,0,0,0,0,0,0,0,0,0,646,631,274,267,0,0,0,0,0,0,0,0,0,0,0,0,272,267,YES,NO
PALAVA LAKESIDE A to H,Palava Dwellers Private Limited,26/02/2024,P51700000384,15/07/2017,No,400001,2261334809,www.lodhagroup.com,On-Going Project,28/02/2018,31/07/2018,Yes,Residential,Yes,Konkan,Thane,Kalyan,Khoni,421202,8495,8,4851,53496.95,2538,56034.95,HDFC BANK LTD,HDFC0000501,YES,100,18,13,96,48146.49,100,100,,768,702,0,0,0,2,160,203,542,559,0,2,0,0,0,0,0,0,0,0,2,1,628,568,138,133,0,0,0,0,0,0,0,0,0,0,0,0,YES,YES
LODHA SPLENDORA - PLATINO - B,MACROTECH DEVELOPERS LIMITED,25/01/2024,P51700000258,10/07/2017,Yes,400001,2261334761,www.lodhagroup.com,On-Going Project,31/03/2019,31/03/2019,Yes,Residential,No,Konkan,Thane,Thane,Thane (M Corp.),400607,1050,1,705,9682.7,0,9682.7,HDFC BANK LTD,HDFC0000501,YES,100,32,6,117,9199.17,100,100,,123,70,0,0,0,0,0,0,70,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,70,0,0,0,0,0,0,0,0,0,0,123,70,YES,NO
MIRADOR OASIS ESTATE PHASE 2,Mirador Construction Pvt Ltd,29/10/2022,P51700008355,18/08/2017,No,400075,8369999614,,New Project,15/08/2018,,No,Plots,No,Konkan,Thane,Shahapur,Kukambhe,421601,18600,0,18600,0,10900,10900,HDFC,HDFC0000012,NO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES
SALASAR GREENS,SALASAR ESTATE DEVELOPERS LLP,04/03/2024,P51700000586,18/07/2017,Yes,401101,2228143400,,New Project,25/12/2022,,Yes,Residential,No,Konkan,Thane,Thane,BHAYANDAR,401107,7850,1,2422.25,1557.43,0,1557.43,BASSIN CATHOLIC CO-OP BANK LTD,BACB0000003,NO,0,8,6,8,1556.44,100,0,,38,24,2,3,14,16,8,19,0,0,0,0,0,0,0,0,0,0,0,0,16,14,19,8,0,0,0,0,0,0,3,2,0,0,0,0,0,0,NO,NO
Sukoon Heights,VIRANI CONSTRUCTION COMPANY,23/12/2023,P51700004837,09/08/2017,Yes,400050,2225352690,,On-Going Project,01/04/2025,01/04/2026,No,Residential,No,Konkan,Thane,Thane,Thane (M Corp.),400612,11669.96,3,2951.24,8195.28,0,8195.28,Bank of Maharashtra,MAHB0001401,YES,100,19,0,19,8434.2,100,100,,189,189,0,0,135,135,18,18,36,36,0,0,0,0,0,0,0,0,0,0,135,135,18,18,36,36,0,0,0,0,0,0,0,0,0,0,0,0,YES,NO
THE CHALETS AVENUE,ASSETS REALITY,16/03/2024,P51700008568,19/08/2017,Yes,421301,2512232510,,On-Going Project,31/03/2018,30/11/2018,No,Residential,No,Konkan,Thane,Ambarnath,Badlapur (M Cl),421503,4000,4,387,5032,0,5032,ICICI BANK,ICIC0003408,NO,0,2,0,0,299680.32,100,100,,131,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,131,0,0,107,96,8,7,8,7,0,0,0,0,0,0,0,0,0,0,8,8,YES,NO
Solitaire C,ROMA BUILDERS PRIVATE LIMITED,10/01/2024,P51700000413,15/07/2017,Yes,400021,2225762493,www.hiranandani.com,On-Going Project,31/12/2023,30/12/2024,Yes,Residential,No,Konkan,Thane,Thane,Thane (M Corp.),400607,394.84,1,0,7888.41,0,7888.41,Oriental Bank of Commerce,ORBC0100632,NO,0,37,0,0,6889.34,100,100,,298,290,290,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,290,YES,YES
PALAVA CLARA E - I,Palava Dwellers Private Limited,26/02/2024,P51700000540,18/07/2017,Yes,400001,2261959642,www.lodhagroup.com,On-Going Project,30/06/2020,30/12/2020,Yes,Residential,Yes,Konkan,Thane,Kalyan,Khoni,421202,6763,5,4958,32898,1645,34543,ANDHRA BANK,ANDB0000627,YES,0,18,16,91,31539.08,100,100,,476,453,0,0,0,0,42,42,409,430,2,4,0,0,0,0,0,0,0,0,0,0,368,353,104,98,4,2,0,0,0,0,0,0,0,0,425,403,YES,NO
"FONTANA A ,B, I and J",Palava Dwellers Private Limited,26/02/2024,P51700000506,18/07/2017,No,400001,2261334809,www.lodhagroup.com,On-Going Project,31/12/2021,30/12/2022,Yes,Residential,Yes,Konkan,Thane,Kalyan,Khoni,421202,3325,4,2032,18086.04,904,18990.04,ANDHRA BANK,ANDB0000627,YES,100,18,16,89,19041.98,100,100,,416,248,0,0,152,254,96,158,0,4,0,0,0,0,0,0,0,0,0,0,327,164,51,51,0,0,2,0,0,0,0,0,0,0,0,0,36,33,YES,NO
Irasa Greens,SUBURBAN SPACES LLP,01/03/2024,P51700005934,14/08/2017,Yes,400604,2241007371,www.irasa.in,On-Going Project,31/12/2022,30/12/2023,No,Others,Yes,Konkan,Thane,Bhiwandi,Dohole,421302,9300,4,1068.98,6979.14,0,6979.14,IDBI BANK LTD,IBKL0000117,YES,100,5,17,0,5262.37,50,11.25,,186,20,15,119,5,67,0,0,0,0,0,0,0,0,0,0,0,0,40,1,135,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,NO,YES
PATEL RESIDENCY NX,NAVNIRMAN DEVELOPERS,03/04/2020,P51700000745,23/07/2017,No,421501,2512603761,,On-Going Project,30/07/2018,30/07/2018,No,Residential,Yes,Konkan,Thane,Ambarnath,Ambarnath(M Cl),421501,2997.64,2,308.72,3555.16,0,3555.16,IDBI BANK,IBKL0000457,NO,0,11,0,0,2819.98,100,60,,99,94,51,54,43,45,0,0,0,0,0,0,0,0,0,0,0,0,10,10,85,80,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,NO
Tokyo Bay Phase - 1,Puranik Tokyo Bay Private Limited,01/10/2023,P51700000618,18/07/2017,No,400615,2225988888,www.puranikbuilders.com,On-Going Project,31/12/2019,30/10/2023,Yes,Residential,Yes,Konkan,Thane,Thane,Thane (M Corp.),400615,4778.04,2,1001.12,5046.04,3731.28,8777.32,HDFC,HDFC0001440,NO,0,17,0,88,8069.26,100,100,,168,166,4,4,69,69,93,95,0,0,0,0,0,0,0,0,0,0,0,0,64,64,94,92,0,0,0,0,0,0,0,0,0,0,0,0,88,88,YES,NO
Serein Phase 1,ARDENT PROPERTIES PRIVATE LIMITED,30/09/2023,P51700000295,13/07/2017,No,400033,2266614444,www.tatahousing.in,On-Going Project,30/09/2021,30/09/2022,No,Residential,No,Konkan,Thane,Thane,Thane (M Corp.),400610,24317.99,3,3225.85,43288.17,1284.74,44572.91,IDBI Bank Ltd,IBKL0000004,YES,100,28,0,3,38863.56,100,100,,624,490,0,0,175,223,31,55,256,314,19,20,9,12,0,0,0,0,0,0,223,175,217,162,172,144,0,0,0,0,0,0,0,0,0,0,624,490,YES,NO
DYNAMIC CREST PHASE I - RIMO/EVEREST,SNEH MAKEWELL LLP,05/04/2024,P51800001460,28/07/2017,No,400086,2225151620,,On-Going Project,31/12/2019,30/06/2021,Yes,Residential,Yes,Konkan,Thane,Thane,Thane (M Corp.),421204,3009.06,2,1904.6,13343.42,4990.3,18333.72,KOTAK MAHINDRA BANK,KKBK0001402,NO,0,25,0,1,10252.88,100,100,,316,174,140,262,4,5,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,174,YES,NO
Elite Solitaire 15,VIJAY ASSOCIATES (WADHWA),11/03/2024,P51700006610,14/08/2017,Yes,400098,2239578400,WWW.THEWADHWAGROUP.COM,On-Going Project,31/12/2020,30/12/2021,Yes,Residential,Yes,Konkan,Thane,Thane,Thane (M Corp.),400607,649.79,1,0,8940.17,0,8940.17,HDFC Bank,HDFC0000212,NO,0,24,29,104,8678.4,100,100,,132,99,0,0,0,0,38,40,61,92,0,0,0,0,0,0,0,0,0,0,0,0,132,99,0,0,0,0,0,0,0,0,0,0,0,0,46,26,YES,NO
Elite Platina 19,VIJAY ASSOCIATES (WADHWA),11/03/2024,P51700008189,18/08/2017,Yes,400098,2239578400,WWW.THEWADHWAGROUP.COM,On-Going Project,31/12/2018,30/12/2021,Yes,Others,Yes,Konkan,Thane,Thane,Thane (M Corp.),400607,545.48,1,0,6795.43,0,6795.43,HDFC Bank,HDFC0000212,NO,0,24,54,101,6482.28,100,100,,79,78,0,0,0,0,0,0,78,79,0,0,0,0,0,0,0,0,0,0,0,0,17,16,62,62,0,0,0,0,0,0,0,0,0,0,17,16,YES,NO
Clifton,ROMA BUILDERS PRIVATE LIMITED,22/04/2024,P51700000129,05/07/2017,Yes,400021,2225762493,www.hiranandani.com,On-Going Project,31/12/2020,30/12/2022,Yes,Residential,No,Konkan,Thane,Thane,Thane (M Corp.),400607,643.84,1,0,11485.57,0,11485.57,Oriental Bank of Commerce,ORBC0100632,NO,0,28,0,227,10697.34,100,100,,103,103,0,0,0,0,0,0,0,0,103,103,0,0,0,0,0,0,0,0,0,0,0,0,103,103,0,0,0,0,0,0,0,0,0,0,103,103,YES,YES
Puranik City Reserva Phase 1,Puranik Builders Limited,29/04/2024,P51700000912,25/07/2017,Yes,400615,2225988888,www.puranikbuilders.com,On-Going Project,31/12/2022,30/03/2029,Yes,Others,No,Konkan,Thane,Thane,Thane (M Corp.),400615,25447.32,5,5766.93,46030.41,16001,62031.41,HDFC,HDFC0001440,NO,0,37,0,210,55049.21,60,51.4,,1229,851,77,100,439,622,335,507,0,0,0,0,0,0,0,0,0,0,81,77,620,439,507,335,0,0,0,0,0,0,0,0,0,0,0,0,1229,851,NO,NO
Puranik Home Town - E,Puranik Builders Limited,10/07/2023,P51700002158,31/07/2017,Yes,400615,2225988888,www.puranikbuilders.com,On-Going Project,31/12/2025,30/12/2026,Yes,Others,Yes,Konkan,Thane,Thane,Thane (M Corp.),400615,1596.06,1,0,4716.91,0,4716.91,HDFC,HDFC0001440,NO,0,21,0,59,4259.96,100,100,,117,112,0,0,112,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,112,YES,NO
COMMERCIAL-1,S M ASSOCIATES,13/06/2023,P51700002132,31/07/2017,No,400057,2226174545,,On-Going Project,30/06/2018,31/12/2018,No,Commercial,No,Konkan,Thane,Kalyan,Kalyan,421301,1240.23,1,0,8473.23,0,8473.23,RBL BANK LIMITED,RATN0000068,NO,0,8,0,14,8592.81,100,100,,86,25,0,0,0,0,9,30,1,30,8,8,5,9,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,25,NO,NO
GODOWN-A,S M ASSOCIATES,27/04/2023,P51700002509,01/08/2017,No,400057,2226174545,,On-Going Project,30/06/2018,31/12/2018,No,Commercial,No,Konkan,Thane,Kalyan,Kalyan,421301,1422.75,1,0,2262.8,0,2262.8,RBL BANK LTD,RATN0000068,NO,0,2,0,0,2033.12,100,80,,72,1,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1,NO,NO
"PALAVA EVIVA K to T, URBANO A, B, C and F, URBANO I to T",Palava Dwellers Private Limited,27/02/2024,P51700000419,17/07/2017,Yes,400001,2261959642,www.lodhagroup.com,On-Going Project,28/02/2019,30/06/2019,Yes,Residential,Yes,Konkan,Thane,Kalyan,Khoni,421202,26987,26,18731,156980,7849,164829,HDFC BANK LTD,HDFC0000501,YES,0,18,16,91,143020.71,100,100,,2430,2038,0,0,423,445,314,575,1297,1403,2,5,2,2,0,0,0,0,0,0,637,521,1432,1185,356,329,3,2,2,1,0,0,0,0,0,0,304,292,YES,NO
PALAVA SAVANA AND SIENA,Macrotech Developers Limited,27/02/2024,P51700000546,18/07/2017,Yes,400001,2261334761,www.lodhagroup.com,On-Going Project,31/08/2020,28/02/2021,No,Residential,No,Konkan,Thane,Kalyan,Usarghar,421204,3294,4,1415,23344,1167,24511,KOTAK MAHINDRA BANK LTD,KKBK0000958,YES,100,18,106,0,21206.31,100,100,,423,423,0,0,171,171,244,244,8,8,0,0,0,0,0,0,0,0,0,0,207,207,140,140,4,4,0,0,0,0,0,0,0,0,0,0,72,72,YES,NO
SAPTASHREE HEIGHTS,SAPTASHREE REALITY PRIVATE LIMITED,22/11/2021,P51700000837,23/07/2017,No,400602,2225369213,,On-Going Project,31/10/2017,31/05/2018,No,Residential,Yes,Konkan,Thane,Thane,Thane (M Corp.),400602,7805.6,1,558,7805.6,0,7805.6,TJSB SAHAKARI BANK LTD,TJSB0000002,NO,0,28,0,143,8330.8,100,100,,149,149,0,0,34,34,87,87,28,28,0,0,0,0,0,0,0,0,0,0,34,34,89,89,26,26,0,0,0,0,0,0,0,0,0,0,0,0,YES,NO
SAI RESIDENCY,KALPAVRUKSHA DEVELOPERS,30/08/2023,P51700011113,31/08/2017,No,421501,2512603761,,On-Going Project,01/05/2017,31/12/2017,No,Others,No,Konkan,Thane,Ambarnath,Ambarnath(M Cl),421501,1276.17,2,0,2166.69,0,2166.69,IDBI BANK,IBKL0000457,NO,0,8,0,0,1845.82,100,100,,66,62,24,28,38,38,0,0,0,0,0,0,0,0,0,0,0,0,7,6,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,YES,YES
WADHWA RHODESIA,WADHWA BUILDCON LLP,16/03/2024,P51700002499,01/08/2017,No,421306,8108482951,WWW.WADHWAGROUP.IN,On-Going Project,31/12/2017,31/12/2019,Yes,Residential,Yes,Konkan,Thane,Bhiwandi,Bhiwandi (M Corp.),421302,11049.82,5,2184.83,19313.22,0,19313.22,BANK OF INDIA,BKID0000068,YES,40,10,0,0,18682.75,0,67,,312,246,0,0,66,66,56,70,122,174,2,2,0,0,0,0,0,0,0,0,66,66,204,152,40,26,2,2,0,0,0,0,0,0,0,0,0,0,NO,NO
Sharvari Primero,SHARVARI REALTORS LLP,20/10/2021,P51700000601,18/07/2017,Yes,400069,2226831523,,On-Going Project,18/02/2016,31/12/2017,No,Residential,No,Konkan,Thane,Kalyan,Kalyan-Dombivali (M Corp.),421301,535.95,1,0,843.2,0,843.2,ICICI Bank,ICIC0006427,NO,0,7,0,3,630.45,8,20,,29,26,21,24,5,5,0,0,0,0,0,0,0,0,0,0,0,0,11,10,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,YES,NO
VISHWAJEET MANOR,ABHIJEET REALTY,14/05/2021,P51700001321,27/07/2017,No,421501,2512604860,WWW.GBKGROUP.IN,On-Going Project,31/12/2019,31/12/2019,No,Residential,No,Konkan,Thane,Ambarnath,Badlapur (M Cl),421503,3200,2,254.34,4193.02,0,4193.02,AXIS BANK,UTIB0000771,NO,0,8,0,0,3248.33,100,0,,128,48,42,109,6,19,0,0,0,0,0,0,0,0,0,0,0,0,63,24,65,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,NO
PALAVA VISTA A to D,Palava Dwellers Private Limited,26/02/2024,P51700000395,15/07/2017,No,400001,2261334809,www.lodhagroup.com,On-Going Project,30/11/2017,30/04/2018,No,Residential,Yes,Konkan,Thane,Kalyan,Khoni,421202,4261,4,2415,27060.42,1306,28366.42,HDFC BANK LTD,HDFC0000501,YES,100,18,24,85,24604.57,100,100,,389,369,0,0,1,1,72,78,296,305,0,0,0,0,0,0,0,0,0,0,1,1,335,315,53,53,0,0,0,0,0,0,0,0,0,0,0,0,YES,NO
